(AO)Percentage SLAs Met,Ageing,Average Resolution Effort - Incidents,Average Resolution Effort - Problems,Backlog Processing Efficiency - Incidents,Backlog Processing Efficiency - Problems,Delivered Defects,clusters_second_pass,warning_second_pass
100,0,1.13,4.67,1.14,1,0,0,
100,0,2.38,28,1,1,0,0,
100,0,5.45,5.45,1,1,0,0,
100,0,11.14,44.76,1,1,0,0,
100,0,8.58,1,14,-1,0,0,
100,0,4.99,1,1.56,-1,0,0,
100,0,3.9,18.25,0.94,1,0,0,
100,0,4,7,1,1,0,0,
100,14,4.86,70.5,0.93,-0.25,1,0,
100,0,62.51,194.72,0.98,0.97,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,90.44,358.42,1.33,0.86,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,0.02,1.33,0.99,1.5,0,0,
100,0,2.03,2,1.02,1,0,0,
95,0,2,0.33,1,1,0,0,
100,0,1.6,200,3.11,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,1.19,10.73,1,3,0,0,
100,0,8.2,10,1,1,11,0,
100,0,2,7,1,1,0,0,
100,0,4.88,30.64,0.97,1.02,0,0,
97.12,12,10.97,4.76,0.99,1,0,0,
100,0,2,4,1,1,0,0,
100,1,1.7,30,1,0.6,1,0,
100,0,5.48,37.24,1.15,1.18,0,0,
100,0,4.08,38.3,1.09,0.96,0,0,
100,18,12.16,8,1.33,1,0,0,
100,26,13.67,4,1.4,1,0,0,
100,0,4.89,4.57,1.16,1,0,0,
100,0,0,4,1,1,0,0,
100,0,8.62,8.5,1.01,1,2,0,
100,0,4.47,72,1.16,2.33,0,0,
100,0,7.75,8,1.02,1,0,0,
100,0,0.99,10.67,1,1,0,0,
100,80,4,1.25,1.3,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,0,0,1,1,1,0,
96,0,1.35,1,1,1,1,0,
100,0,0.4,3.75,1,1,0,0,
100,0,23,4,1,1,0,0,
100,0,4.16,1,1.48,-1,0,0,
100,0,6.33,1,0.99,-1,0,0,
100,0,36.9,310,0.88,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,36.9,310,0.88,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,4.06,18,0.94,1,0,0,
100,0,110,56.5,1.5,1,0,0,
100,0,78.5,60,1,1,0,0,
100,0,102.4,45,0.83,0.8,0,0,
100,0,12.27,12.27,1.03,1.03,0,0,
100,0,4,2,1,1,0,0,
100,0,5,1,0.75,1,1,0,
100,0,2.5,1,1,1,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,4.03,4,1,1,0,0,
100,0,4.87,4,1,1,0,0,
99.74,1,2,3,1,1,1,0,
100,0,4.55,4.08,1,1,0,0,
100,0,11.5,3.2,1,1.25,3,0,
100,0,11.6,3.26,1,1.25,3,0,
100,0,5.6,0.74,1,1,0,0,
100,0,2.06,15.4,0.96,1,5,0,
100,0,1,1.67,1.25,1,0,0,
100,0,10.61,28.44,1,1,0,0,
90,0,6.71,1.78,1.21,1.67,0,0,
90,0,6.51,1.78,1.23,1.79,0,0,
86.36,0,4.57,15.84,1.25,1.19,0,0,
86.36,0,4.58,15.84,1.21,1.19,0,0,
100,5,5.62,18,1,0.87,1,0,
100,0,7.5,3.21,1,-1,0,0,
100,0,2.63,3.07,1,-1,0,0,
100,5,2.14,10,0.85,1,0,0,
100,0,1.09,1,1.26,1,0,0,
100,0,2.08,27.41,1,1,0,0,
100,0,18.95,38,1,1,0,0,
100,0,1.14,0.6,0.99,1.25,0,0,
100,0,1.86,5.24,1,1,0,0,
100,0,1,1,0.99,1,0,0,
100,0,3.32,2,0.94,1,0,0,
100,0,4.17,2.24,1.06,0.97,0,0,
100,0,1.33,5.25,185,1,0,0,
100,0,12.16,46,1,1,0,0,
100,0,57.38,77.5,0.88,1,0,0,
100,0,3.76,18,0.97,1,0,0,
100,0,4.13,19.6,0.94,1,0,0,
100,0,6.8,40.64,1.04,0.82,0,0,
100,0,0.75,1,1.33,1,0,0,
100,8,40,8.04,1.39,1.53,36,0,
100,5,0.94,25,0.91,1,0,0,
100,0,8,4,1,1,0,0,
100,0,1,1,1,1,0,0,
80,1,3.46,105.6,1.15,1,0,0,
100,0,1,1,1.5,1.36,0,0,
100,0,1,1,1.44,1.49,0,0,
100,0,13.5,72.67,0.89,0.75,0,0,
100,0,12.79,49,0.83,1.33,0,0,
100,0,1.85,1.24,0.93,1.01,0,0,
100,0,6.47,2.45,1.89,1.06,0,0,
100,0,1.13,4.67,1.14,1,0,0,
100,0,1.13,4.67,1.14,1,0,0,
100,2,2.5,2,1,1,10,0,
100,22,10.25,15.67,4,15,10,0,
100,0,7.75,8,1.02,1,0,0,
100,5,2.14,10,0.85,1,0,0,
100,0,2.2,8.75,41,2,0,0,
100,0,5.96,42.41,1,1,0,0,
100,0,12.36,8,1,1,1,0,
100,1,0.82,90,0.26,1,1,0,
100,0,5.54,39.16,1.07,0.75,0,0,
100,0,4,2,1,1,0,0,
100,0,8.05,30,0.83,1,0,0,
100,0,1.06,7.67,1,1,0,0,
100,0,0,0,0.92,3,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,1.5,4,2,1,0,0,
100,0,9.52,15.38,1.44,1,0,0,
100,0,0.15,0,1,4,0,0,
100,0,3.77,8.89,1.02,2.9,0,0,
100,78,17.98,0,0.92,0.41,9,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
99.74,1,2,3,1,1,1,0,
99.71,1,2,3,1,1,1,0,
100,0,0.94,19.2,1.55,1.67,2,0,
100,260,7.54,0,0.87,1.11,2,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,260,7.54,0,0.87,1.11,2,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,0,4.25,5.12,1.11,1.18,0,0,
100,2,10.54,22,0.84,1,0,0,
100,1,9.84,36.75,0.87,-0.67,2,0,
100,0,4.49,27.27,1.05,1,0,0,
100,0,89.79,156.26,0.89,1.27,0,0,
100,0,71.01,188.3,1,1.04,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,119.81,240.82,0.98,0.79,1,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,8.62,17.24,1,1,0,0,
100,0,4.22,8.44,1,1,0,0,
100,0,3.72,4,1,1,0,0,
100,0,3.22,25.98,0.98,1.05,0,0,
100,0,5.47,12.29,1.01,1.08,0,0,
100,0,10.79,42.46,0.98,0.93,0,0,
100,0,32.73,32.73,1.68,1.68,220,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,1.51,10.44,1,1,0,0,
100,0,1.72,68.27,1,0.94,0,0,
100,0,3.5,1,0.71,1,0,0,
100,0,2.91,160,1.37,1,0,0,
100,0,0.75,1,1.33,1,0,0,
100,0,26,8,1.65,0.89,112,0,
100,2,0.78,0,1,1,0,0,
100,3,0.96,40,0.93,1,0,0,
100,0,2.92,8,1.47,1,0,0,
100,0,12.98,75,0.96,1.17,0,0,
100,21,12.75,8,1.38,1,0,0,
81.82,0,4.77,13.82,1.26,1.16,0,0,
100,0,4.73,36.8,1.1,3,0,0,
100,22,10.25,15.67,4,15,10,0,
100,0,15,34.69,1,1.26,40,0,
100,0,4.3,15,1,1,0,0,
100,0,4.91,20,1,1,0,0,
100,0,3.32,2,0.94,1,0,0,
100,0,5.13,1.6,1,1.19,0,0,
100,0,10.71,27.27,1,1,0,0,
100,0,6,6,1,1,0,0,
100,0,5.45,13.6,0.92,1,1,0,
100,0,7.41,16,0.96,1,1,0,
100,0,5.28,7.59,0.9,1.03,1,0,
100,0,1.5,4,2,1,0,0,
100,0,10.76,25,1.05,8,0,0,
100,0,9.88,25,1.04,5,0,0,
100,0,12,4,1,2,0,0,
100,5,6.38,19.67,0.94,0.23,0,0,
100,0,7.25,27.2,3.43,2.5,0,0,
100,3,2.83,23.75,0.84,0.52,0,0,
100,26,15.65,8,1.65,1,0,0,
100,1,8.42,15.6,0.99,-1,2,0,
100,0,174.51,91.64,1.04,0.58,0,0,
100,0,5.6,0.73,1,1,0,0,
100,0,2.25,3.1,1,1.25,0,0,
100,0,2.82,138.5,1.11,0.5,0,0,
100,0,3.31,108.3,1.2,0.83,0,0,
100,0,6.64,9.5,1.08,1,0,0,
100,20,1.92,14.5,0.88,-2,0,0,
100,15,2.61,22.25,2.26,1,0,0,
100,0,0,0,1.26,2,0,0,
100,5,2.14,10,0.85,1,0,0,
100,0,4,4.61,1,1,0,0,
100,0,18.2,42,1,1,0,0,
100,0,1.86,7.33,1,1,0,0,
100,0,22.84,205,1,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,2.2,15.75,1,1,0,0,
100,0,1,1,0.94,1.09,0,0,
100,0,4.58,2,0.96,1,0,0,
100,0,3.42,2,0.88,1,0,0,
100,0,4.23,2.2,1.13,0.97,0,0,
100,14,2.67,40.63,1,1.14,9,0,
100,0,0.35,59.5,1,1,0,0,
100,0,1.17,21.23,1,1,0,0,
100,0,12.79,49,0.83,1.33,0,0,
100,0,12,15,1.4,1,0,0,
100,0,4.58,2,0.94,1,0,0,
100,14,2.67,40.63,1,1.14,8,0,
100,14,2.67,40.63,1,1.14,8,0,
100,0,2.12,4.67,1,1,0,0,
100,0,1.88,40,61.25,1,0,0,
100,0,3.26,35.2,33,1.67,0,0,
100,0,1.69,40,81.25,2,0,0,
100,0,1.73,80,93.75,2,0,0,
100,0,6.79,8,1.17,1,0,0,
100,0,10.1,40.26,1,1,0,0,
100,22,1.26,16.8,0.99,1.32,0,0,
100,0,5.09,15.4,0.98,1,0,0,
100,0,5.25,15.4,0.95,1,0,0,
100,0,8.03,26,1.74,1.17,0,0,
100,0,16.39,26.67,0.88,1,0,0,
100,0,1,1,1,1,0,0,
100,0,5.79,36.68,0.98,1,0,0,
100,0,5.77,37.48,0.97,1,0,0,
100,0,4,2,1,1,0,0,
100,0,5,1,0.75,1,1,0,
100,0,3.5,1,0.83,1,0,0,
100,0,5.77,40,1.44,-1,0,0,
100,0,2.01,2,0.99,1,0,0,
100,0,6.25,9,1.14,1,1,0,
100,0,3.57,30.74,1,1,0,0,
100,0,4.29,28.43,1.83,1.43,0,0,
100,0,3.26,27.5,1,1,0,0,
100,0,6.87,45.32,1.21,1,0,0,
100,0,0.71,1,1,1,0,0,
100,0,0.71,1,1,1,0,0,
100,260,7.54,0,0.87,1.11,2,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,0,2.59,2,1,1,0,0,
100,0,0,0,1.19,1,0,0,
100,20,14.24,8,1.32,1,0,0,
100,0,1.33,11.92,1,1.26,0,0,
100,2,10.96,70,0.89,1,2,0,
100,10,5.94,5.67,0.76,0.79,10,0,
100,20,11.18,20,1.35,1,2,0,
100,0,5.61,16.67,-2.56,-0.36,4,9,Negative values entered
100,0,1.49,11.6,1,1,0,0,
100,0,6.55,129.07,1.09,1.36,8,0,
100,0,6.98,54.56,0.99,0.71,5,0,
100,0,1.74,37.6,0.99,3,0,0,
100,0,59.84,158.59,1.06,0.63,0,0,
100,0,0.94,6,1,1,0,0,
100,0,1.03,10.67,0.97,1,0,0,
100,90,4,3,1.03,0.8,1,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,0.02,1.33,1.05,1.5,0,0,
96,1,0.83,0.33,1,1,0,0,
100,0,5.4,10.8,1,1,0,0,
100,0,0,0,0.89,2,0,0,
100,0,5.71,2,1,1,5,0,
100,0,5.41,5.41,1,1,0,0,
100,0,6.05,15,1,1,0,0,
100,0,2.42,2.42,1,1,0,0,
100,0,4.33,4,1,1,0,0,
100,0,8,6,1,1,1,0,
100,0,16,8,1,1,1,0,
100,0,2.5,1,1,1,0,0,
100,1,5.04,77.5,0.99,-0.13,0,0,
100,0,160.15,156.14,1.08,1,1,0,
100,0,124.65,140.9,0.79,0.38,0,0,
100,0,111.9,52,0.97,0.75,0,0,
100,0,87.92,234.1,0.82,1.05,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,1.34,10.67,1.12,1,0,0,
100,0,0.17,0.17,2.42,1,0,0,
100,35,4,3.52,0.97,1,0,0,
100,0,1.32,7,1,1.25,3,0,
100,0,1.17,11.13,1,1.5,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,1.5,4,2,1,0,0,
100,0,3.18,4,1,1,0,0,
100,280,10.2,0,0.89,1.9,9,4,"Ageing value is very high compared to normal data, even with higher %SLAs met and resolution efforts looking normal"
100,2,11.42,33,1.1,1,1,0,
100,0,1.63,9.33,1,1,0,0,
100,0,3.35,3.7,0.96,0.94,0,0,
100,0,3.35,3.7,0.96,0.94,0,0,
100,0,4.43,11.92,0.96,5,0,0,
100,0,1.72,68.27,1,0.94,0,0,
100,0,3.91,20.4,1.03,1,0,0,
100,0,4.65,14.67,1.05,1,0,0,
100,0,120.7,128.7,1.06,0.83,0,0,
100,0,60.47,184.71,1.01,1.12,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,52.87,338.92,1,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,14,4,7,1.04,1,0,0,
100,0,2,2.62,1,1,0,0,
100,0,7.83,7.83,1,1,0,0,
100,0,10.45,25,1.04,7,0,0,
100,0,8,12,1,0.5,1,0,
100,1,13.6,13.6,1,1,1,0,
80,94,0.02,5,1.35,1,0,0,
94.12,0,0,0,1,1,0,0,
100,0,12,6,1,2,0,0,
100,0,14.19,15.83,2.29,2,0,0,
99.73,1,2,3,1,1,1,0,
100,0,4.73,4.11,1,1,0,0,
100,6,13.37,7.05,0.96,4.75,0,0,
100,0,6.16,40,9.5,-1.67,0,0,
100,1,1,0.71,-1.67,-1.4,1,9,Negative values entered
99.69,1,2,3,1,1,1,0,
100,0,4.7,4.67,1,1,0,0,
100,16,1.25,15.43,1.2,1.2,0,0,
100,0,5.25,15.4,0.95,1,0,0,
100,0,7.47,23.17,0.95,-1.5,7,0,
96,0,3.1,2.33,0.81,1,0,0,
100,0,5.17,7,2.8,1,0,0,
100,0,8.03,26,1.74,1.17,0,0,
100,0,5.77,36.34,0.95,1,0,0,
100,0,9.72,6.75,1.2,1,1,0,
100,0,2.37,27.16,1.03,1,0,0,
100,0,198.17,187.13,0.68,1.14,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,42.74,99.17,0.83,0.99,0,0,
100,0,0,0,1.06,1,0,0,
100,0,0.76,10.67,0.89,1,0,0,
100,82,4,7.71,1.36,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,23,4,2.33,1,0.9,0,0,
100,0,5.25,20,1.03,1,0,0,
100,0,4.4,8,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,5.67,40,1.06,-1,0,0,
100,7,2.49,100.88,0.94,0.18,0,0,
100,26,1.11,32.87,1.05,0.82,0,0,
100,19,1.07,42,1.02,0.69,0,0,
100,0,11.55,3.24,1,1.25,3,0,
100,0,2.23,15.4,0.95,1,5,0,
100,0,2,2,1,1,0,0,
100,0,4,2,1,1,0,0,
100,0,0.33,39.88,1,0.98,0,0,
100,0,0.37,38.11,1,1.03,0,0,
100,0,0.43,0.48,0.95,1,0,0,
100,0,0.27,0.43,0.9,1.01,0,0,
100,0,0.49,0.41,0.98,0.95,0,0,
100,0,0.98,25,1.02,1,0,0,
100,0,11.11,23.5,1,1,0,0,
100,0,48.86,20,1.17,1,0,0,
100,8,1.64,55.43,1.01,0.58,0,0,
100,0,80.5,0.59,1,0.86,3,0,
100,0,4.46,3,1.71,1,0,0,
100,0,0.03,1,0.86,5,0,0,
100,0,0.03,1,0.95,5,0,0,
100,0,3,3,1,1,0,0,
100,0,3,3,1,1,0,0,
100,0,10.89,30,0.89,-0.33,0,0,
100,16,0.07,16,0.97,1,0,0,
100,0,0.38,8,1,1,0,0,
100,0,2.63,4,1,1,0,0,
100,0,0.17,8,1,1,0,0,
100,0,23.33,1,1,1,0,0,
100,0,80,1,1,1,0,0,
100,0,23.33,1,1,1,0,0,
100,2,7.23,98.63,1.3,4,1,0,
100,0,4.42,24.62,1.04,1.18,0,0,
100,0,1,1,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,1,1,1,1,0,0,
100,0,6,40,1.16,1,0,0,
100,0,5.67,19.17,0.98,-3,1,0,
96,0,6.24,2.67,0.91,0.75,0,0,
100,0,4.11,20.3,1.06,1,0,0,
100,0,4.64,20.53,1.02,1,0,0,
100,0,95.38,142.04,1,1.21,0,0,
100,0,83.62,180.75,0.95,1.6,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,3.94,42,1.08,1,0,0,
100,0,4,42,0.96,4.6,0,0,
100,28,2.32,27,1.08,-0.02,0,0,
100,0,10.41,27,0.75,1.31,0,0,
100,0,2.57,18,1.12,4,0,0,
100,0,0.76,10.67,0.89,1,0,0,
100,0,1.42,4,1,1,2,0,
100,0,10,6,1,1.08,0,0,
100,0,11.27,21.5,0.69,1,0,0,
100,0,4.5,8.09,1.05,1,0,0,
95.65,0,1.5,0.5,1,1,0,0,
96.43,0,1.5,1.25,1,1,1,0,
100,0,5.36,30,0.82,1,0,0,
100,0,1.13,37.5,3.51,1,0,0,
100,0,1.09,9.7,1,1.67,0,0,
100,0,0,0,0.94,1,0,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,1.5,4,2,1,0,0,
100,0,3.33,4,1,1,0,0,
100,0,0.71,1,1,1,0,0,
100,0,0.71,1,1,1,0,0,
100,146,18.94,0,0.78,1.45,6,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,1.5,0,1,1.1,0,0,
100,0,7.14,3,1,10,0,0,
100,5,3.93,16,1.02,1,0,0,
100,0,27.91,27.91,1.43,1.43,220,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,3.77,3.7,0.98,0.94,0,0,
100,0,3.77,3.7,0.98,0.94,0,0,
75,4,4.55,5.26,0.93,2.71,0,0,
100,0,2.32,30,1,2.22,68,0,
100,0,3.14,30,1.14,0.88,68,0,
100,0,3.77,3.5,1.05,1,0,0,
100,0,5,2,1,1,0,0,
100,0,14.04,40,1,1,0,0,
100,0,0.84,1.43,1,1,0,0,
100,0,5.93,134.4,1.02,1.8,3,0,
100,0,1.68,128.08,1.01,0.62,0,0,
100,0,0,9,0.95,1,0,0,
100,0,1.56,30,1,1,0,0,
100,0,0.93,15,0.96,1,0,0,
100,0,22.2,5,0.91,1,0,0,
100,0,21.75,5,0.9,1,0,0,
100,0,6.53,7.41,0.98,0.99,0,0,
100,0,1.42,30,1,1,0,0,
100,0,8.74,5.91,1,1,4,0,
100,2,2.73,101.59,0.98,0.38,0,0,
100,23,1.28,16.3,1.04,0.89,0,0,
100,0,2.2,0.97,1,1,0,0,
100,0,9.35,19,1.2,1,0,0,
100,0,5.23,26.8,0.99,-0.38,0,0,
100,0,6.5,20,0.97,1,0,0,
100,0,4,4.13,1,1,0,0,
96,0,1.35,1,1,1,1,0,
100,0,4.1,8.21,1,1,0,0,
100,0,6.03,6.03,1,1,0,0,
100,0,5.5,30,0.8,1,0,0,
100,0,1.2,11,1,1.67,0,0,
100,0,1.47,16,1,1,0,0,
100,0,5,2,1,1,5,0,
100,1,1,1,-1,-1,1,9,Negative values entered
100,1,1,1,-1,-1,1,9,Negative values entered
100,0,3.2,2,1,1,0,0,
100,0,15.83,2,0.6,0.5,0,0,
100,0,2,2,1,1,0,0,
100,0,1.46,2,1,1,0,0,
100,0,0,0,0.85,0.33,0,0,
100,0,3.95,28.53,1,1,0,0,
100,2,11.43,40,1.05,1,1,0,
100,2,10.31,17.33,1.05,1,0,0,
100,0,0,0,0.96,1,0,0,
100,0,0,0,1.06,1,0,0,
100,19,16.17,30.33,1.09,3,2,0,
100,20,17.87,11,1.05,2,2,0,
75,0,5.33,7.14,0.8,0.78,0,0,
85.71,11,5.09,141.5,1.01,2,1,0,
100,0,0.58,2.63,1,1.54,341,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,0,20.45,200,1.08,1,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,6.13,4.41,1,1.31,1,0,
100,60,1.25,15.33,1.02,1,0,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,4.07,15,1,1,0,0,
100,0,4.4,8,1,1,0,0,
100,0,9.58,9.58,1,1,0,0,
100,0,0,0,1,1,0,0,
100,0,8.65,8.5,1.28,1.14,0,0,
100,0,6.22,6.33,1.3,1.56,0,0,
90,0,0.16,12,1.25,1,0,0,
80,0,0.23,15,1.23,1,0,0,
100,0,3.35,10.8,1.27,1.67,1,0,
99.37,0,0,0,1.21,1.5,0,0,
100,0,1.55,2,1,1,0,0,
100,0,10,10,1,1,55,0,
100,0,1.19,80,1.03,1,0,0,
100,0,11.96,12,1.13,0.79,0,0,
100,0,19.55,1,1.18,1,1,0,
100,10,7.88,7.51,0.73,0.77,10,0,
100,0,26.92,13.64,-0.62,-0.37,0,9,Negative values entered
100,0,0.33,32.33,1.02,0.33,0,0,
100,0,12.26,9,1,1,0,0,
100,0,0.99,25,0.99,1,0,0,
100,0,9.86,10,1,1,0,0,
100,0,9.86,10,1,1,0,0,
100,0,0.83,0.67,1,1,0,0,
100,0,0.42,0.38,1,1,0,0,
100,0,9.4,20,0.98,1,0,0,
100,0,9.25,9,1,1,0,0,
100,0,5.32,4,1.02,1,0,0,
97.5,0,7.7,0,1.55,-0.32,187,3,Delivered Defects values entered look unusually higher than normal (atleast 100 times higher). Maybe inflow of incidents tickets has increased
100,16,19.7,4,1,0.5,0,0,
100,0,8.42,20.32,0.9,0.86,0,0,
100,0,2,13.33,2,3,2,0,
100,0,21.95,19.33,0.8,1.2,0,0,
100,0,11.52,29.6,1.4,1.25,0,0,
100,0,11.52,29.6,1.4,1,0,0,
100,0,5.77,35.89,0.96,1,0,0,
88.89,0,5.37,15,0.97,1,0,0,
100,0,4.43,15,1,1,0,0,
100,0,2.29,15.42,0.95,1,0,0,
100,0,61.67,15,1,1,0,0,
100,0,4.79,15,1.01,1,0,0,
100,0,2.11,15,0.94,1,0,0,
100,0,2.52,15.42,0.96,1,0,0,
100,0,11.3,7.64,1.1,1,1,0,
100,0,4.3,20.13,1.02,2.56,0,0,
100,132,11.82,0,0.85,1.72,14,7,"Looks like %SLAs met and Ageing are not in line, for 100% SLAs met, Ageing values should be 0"
100,0,11.45,30,1.04,1,2,0,
100,0,20,27.91,1.38,1.43,107,0,
100,0,1.45,9.8,1,1,0,0,
100,0,3.35,3.7,0.96,0.94,0,0,
100,0,1.74,15,0.97,1,0,0,
100,0,1.21,38,1.32,3.33,0,0,
100,1,1.67,87.17,1.56,3,0,0,
100,0,2,7.35,2,1,0,0,
100,0,5.44,13.22,1,0.91,0,0,
100,0,1,1,1,1,0,0,
100,0,10.68,13.5,1,1,0,0,
100,0,1.49,12.04,0.99,0.82,1,0,
100,0,5.14,26.07,1.07,1,0,0,
100,0,11.57,0,0.93,3,0,0,
100,0,52.15,148.63,1.1,1.45,0,0,
100,0,56.61,1183.89,1.19,-0.28,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,5.12,6.4,0.93,0.83,0,0,
100,0,2,2,1,1,0,0,
100,0,8,4,1,1,0,0,
100,0,1.5,4,2,1,0,0,
100,0,1.5,4,2,1,0,0,
100,6,6.67,5.3,1.1,4.6,0,0,
100,6,6.6,3.37,0.99,3.17,0,0,
100,0,15,75,0.74,1,0,0,
100,0,6.33,5.75,-1.5,-4,0,9,Negative values entered
100,0,2.13,12,1.13,-0.19,0,0,
100,0,11.11,18.58,0.86,0.86,0,0,
99.74,1,2,3,1,1,1,0,
100,0,1.44,18,1.36,1,0,0,
100,9,4.28,1029.2,0.71,0.06,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,9,4,194.5,0.79,0.62,0,2,"ARE-P value is higher compared to normal data. BPE-I&P seem to be within range, Delivered Defects are on lower side. Could indicate that majority of effort is being spent in resolving problems. Backlog for problem tickets is on the lower side"
100,0,2.2,0.72,1,1,0,0,
100,0,5.2,15.4,0.96,1,0,0,
100,0,4.3,27.11,1.02,1.38,0,0,
100,0,11.11,23.5,1,1,0,0,
100,0,11.11,23.5,1,1,0,0,
100,0,33.33,20,1.5,1,0,0,
100,0,33.33,20,0.67,1,0,0,
100,0,1.46,12.3,1,1,0,0,
100,0,3.77,3.7,0.98,0.94,0,0,
100,0,7.96,76.59,0.96,0.83,17,0,
100,0,5.49,113.45,0.9,1.38,7,0,
100,0,1.74,87.85,1.01,0.58,0,0,
80,99,0.02,5,1.48,1,0,0,
100,0,5.57,3,3.27,1,0,0,
100,0,1,1,1,1,0,0,
100,0,0.02,1,0.94,5,0,0,
100,0,1,1,1,1,0,0,
100,0,0.01,1,1,5,0,0,
100,0,3,3,1,1,0,0,
100,16,0.08,16,0.87,1,0,0,
100,0,12.7,0,1.43,0.5,0,0,
100,0,8.79,0,1.11,1.5,0,0,
100,0,4.97,53.6,1,1,3,0,
100,1,10.99,1.29,3.32,0.96,1,0,
100,0,1.36,1,0.99,1,0,0,
99.78,0,0,0,1.41,0.5,0,0,
100,0,1.37,2,1,1,0,0,
100,0,1.96,2,1,1,0,0,
100,0,0.36,8,1,1,0,0,
75,0,0.03,2.42,1.02,0.14,0,0,
100,0,16.47,8,0.96,0.5,0,0,
100,0,9.2,28.79,0.97,1,0,0,
100,0,6.51,12,1,2.5,2,0,
100,0,4.6,20,1.08,1,0,0,
100,0,4.43,20,0.91,1,0,0,
100,0,10,10,1,1,0,0,
